,state,date,Unnamed: 0.1.1,zipcode,temperature,precip,humidity,visibility,pressure,cloudcover,heatindex,dewpoint,windchill,windgust,feelslike,mintemp,maxtemp,avgtemp,totalsnow,sunhour
2927,Oregon,2021-01-30,25116.0,97314.2,8.8,8.4,84.4,8.2,1013.6,86.0,6.0,3.6,4.2,14.2,4.2,3.0,8.8,6.6,0.0,4.699999999999999
503,California,2021-01-30,24936.214285714286,92808.41071428571,15.25,0.17142857142857143,66.21428571428571,9.964285714285714,1020.8928571428571,16.678571428571427,11.160714285714286,4.678571428571429,10.75,7.535714285714286,10.75,7.446428571428571,15.25,11.910714285714286,0.0,8.612499999999994
2691,New York,2021-01-30,25071.44827586207,12173.310344827587,-5.586206896551724,0.196551724137931,65.24137931034483,9.068965517241379,1025.6206896551723,28.17241379310345,-8.827586206896552,-14.793103448275861,-14.655172413793103,19.448275862068964,-14.655172413793103,-11.310344827586206,-5.586206896551724,-8.448275862068966,0.13448275862068965,7.144827586206893
2041,Mississippi,2021-01-30,24979.428571428572,39151.42857142857,15.0,1.2142857142857142,77.71428571428571,9.571428571428571,1017.4285714285714,56.42857142857143,10.142857142857142,6.571428571428571,8.142857142857142,27.857142857142858,8.142857142857142,4.714285714285714,15.0,11.0,0.0,5.8
3872,Wyoming,2021-01-30,25264.5,82318.5,1.5,0.4,65.0,9.0,1012.0,31.0,-1.0,-7.0,-7.5,41.0,-7.5,-4.5,1.5,-1.0,0.15,8.7
562,Colorado,2021-01-30,15104.466666666667,80333.26666666666,6.533333333333333,0.07333333333333332,45.733333333333334,9.866666666666667,1010.8666666666667,16.2,2.4,-8.933333333333334,-0.7333333333333333,20.6,-0.7333333333333333,-0.26666666666666666,6.533333333333333,3.066666666666667,0.04,8.593333333333334
1746,Kentucky,2021-01-30,24874.0,41054.333333333336,4.444444444444445,4.144444444444445,75.55555555555556,9.777777777777779,1021.8888888888889,56.55555555555556,0.0,-3.888888888888889,-3.7777777777777777,22.22222222222222,-3.7777777777777777,-3.111111111111111,4.444444444444445,0.8888888888888888,0.0,6.311111111111111
2277,Nevada,2021-01-30,24994.25,89162.375,8.125,0.0,68.5,9.75,1021.375,11.5,3.125,-1.875,2.25,7.125,2.25,-1.625,8.125,4.0,0.0,8.950000000000001
1923,Michigan,2021-01-30,25018.11111111111,48596.18518518518,-2.925925925925926,0.03333333333333333,81.33333333333333,10.0,1025.7037037037037,77.85185185185185,-5.7407407407407405,-8.296296296296296,-10.25925925925926,19.14814814814815,-10.25925925925926,-8.481481481481481,-2.925925925925926,-4.925925925925926,0.014814814814814815,4.755555555555556
1628,Iowa,2021-01-30,25039.2,50824.0,0.6,3.7,96.8,7.0,1008.8,100.0,-0.4,-0.4,-5.2,30.4,-5.2,-2.0,0.6,0.2,0.0,3.7399999999999998
3518,Texas,2021-01-30,25203.5,76927.36538461539,20.01923076923077,1.6461538461538463,67.57692307692308,9.653846153846153,1010.8653846153846,63.59615384615385,16.26923076923077,8.961538461538462,15.307692307692308,37.69230769230769,15.307692307692308,12.653846153846153,20.01923076923077,17.28846153846154,0.0,6.444230769230766
2809,Ohio,2021-01-30,25061.172413793105,44421.0,-0.2413793103448276,0.8689655172413793,62.241379310344826,9.689655172413794,1025.7586206896551,61.241379310344826,-3.413793103448276,-9.724137931034482,-7.068965517241379,15.931034482758621,-7.068965517241379,-6.172413793103448,-0.2413793103448276,-2.793103448275862,0.16551724137931034,5.527586206896553
3636,Virginia,2021-01-30,25100.785714285714,22365.85714285714,2.7857142857142856,0.0071428571428571435,54.285714285714285,9.976190476190476,1027.547619047619,29.80952380952381,-1.619047619047619,-10.071428571428571,-4.404761904761905,12.095238095238095,-4.404761904761905,-4.9523809523809526,2.7857142857142856,-0.7380952380952381,0.0071428571428571435,8.547619047619044
3754,West Virginia,2021-01-30,25256.5,25722.25,2.625,0.2375,66.0,10.0,1026.25,40.125,-3.0,-8.875,-5.375,9.375,-5.375,-7.375,2.625,-1.75,0.025,7.074999999999999
3695,Washington,2021-01-30,25122.066666666666,98584.26666666666,5.866666666666666,4.54,85.0,7.466666666666667,1013.3333333333334,89.4,4.066666666666666,1.8666666666666667,2.2666666666666666,12.6,2.2666666666666666,1.5333333333333334,5.866666666666666,4.6,0.04,4.040000000000001
88,Arizona,2021-01-30,25097.333333333332,85389.73333333334,14.466666666666667,5.346666666666666,63.6,9.8,1020.2666666666667,14.533333333333333,10.066666666666666,3.0,9.066666666666666,9.466666666666667,9.066666666666666,6.533333333333333,14.466666666666667,10.6,0.04666666666666666,8.700000000000001
29,Alabama,2021-01-30,17299.846153846152,35794.46153846154,13.23076923076923,0.30000000000000004,63.07692307692308,10.0,1020.6153846153846,44.53846153846154,7.923076923076923,1.3846153846153846,6.0,21.0,6.0,3.4615384615384617,13.23076923076923,8.846153846153847,0.0,8.461538461538463
3045,South Carolina,2021-01-30,25038.875,29532.041666666668,9.791666666666666,0.13749999999999998,61.791666666666664,9.875,1026.25,22.666666666666668,5.291666666666667,-1.5416666666666667,3.4166666666666665,13.625,3.4166666666666665,1.25,9.791666666666666,6.0,0.0,8.566666666666663
1982,Minnesota,2021-01-30,25018.0,55442.142857142855,-1.7142857142857142,3.014285714285715,94.14285714285714,4.285714285714286,1014.7142857142857,100.0,-3.4285714285714284,-4.142857142857143,-9.142857142857142,25.857142857142858,-9.142857142857142,-7.285714285714286,-1.7142857142857142,-3.0,2.371428571428571,3.6999999999999997
621,Delaware,2021-01-30,18772.5,19846.5,-0.25,0.0,50.25,10.0,1026.0,7.0,-4.0,-13.0,-9.75,25.5,-9.75,-6.5,-0.25,-3.25,0.0,8.7
680,Florida,2021-01-30,17732.634146341465,33402.9837398374,19.479674796747968,0.12032520325203253,64.02439024390245,10.0,1023.0569105691056,30.536585365853657,16.08130081300813,9.211382113821138,15.560975609756097,22.170731707317074,15.560975609756097,12.609756097560975,19.479674796747968,16.715447154471544,0.0,9.442276422764227
2750,North Carolina,2021-01-30,25022.7,27991.6,5.75,0.18999999999999997,60.85,9.875,1027.325,21.275,1.35,-5.65,-0.725,11.275,-0.725,-1.85,5.75,2.1,0.06999999999999999,8.699999999999994
2868,Oklahoma,2021-01-30,25082.25,73675.75,17.75,10.675,72.25,9.5,1004.75,71.0,13.75,7.25,11.25,48.25,11.25,9.5,17.75,14.5,0.0,5.4
1451,Idaho,2021-01-30,24881.4,83553.0,4.2,0.42000000000000004,71.4,9.6,1020.2,43.8,1.2,-3.4,-2.0,20.2,-2.0,-1.2,4.2,1.6,0.33999999999999997,7.68
3813,Wisconsin,2021-01-30,25207.0,53476.5,-0.8333333333333334,2.466666666666667,88.33333333333333,8.5,1018.1666666666666,72.33333333333333,-2.5,-4.166666666666667,-8.333333333333334,31.666666666666668,-8.333333333333334,-4.833333333333333,-0.8333333333333334,-1.6666666666666667,1.383333333333333,5.633333333333333
1805,Louisiana,2021-01-30,24939.266666666666,70660.73333333334,18.133333333333333,1.6533333333333333,84.13333333333334,9.333333333333334,1016.0,71.73333333333333,14.2,11.6,13.066666666666666,27.533333333333335,13.066666666666666,9.6,18.133333333333333,15.266666666666667,0.0,4.006666666666667
1392,Hawaii,2021-01-30,24927.0,96764.4,23.6,1.2399999999999998,75.2,10.0,1017.8,46.2,23.6,17.4,22.2,29.4,23.6,20.4,23.6,22.6,0.0,8.6
3577,Utah,2021-01-30,25247.6,84216.8,2.6,6.459999999999999,84.0,7.4,1020.8,56.2,-0.6,-3.4,-2.2,7.8,-2.2,-3.8,2.6,-0.2,5.380000000000001,5.42
2986,Pennsylvania,2021-01-30,25040.864864864863,18037.324324324323,-1.8918918918918919,0.016216216216216217,56.91891891891892,9.972972972972974,1026.4594594594594,20.972972972972972,-5.702702702702703,-13.18918918918919,-10.378378378378379,15.81081081081081,-10.378378378378379,-8.837837837837839,-1.8918918918918919,-5.108108108108108,0.010810810810810811,7.945945945945941
2632,New Mexico,2021-01-30,25048.0,87640.0,6.0,1.8,63.666666666666664,9.0,1015.6666666666666,36.0,2.3333333333333335,-5.0,-2.6666666666666665,35.333333333333336,-2.6666666666666665,-1.3333333333333333,6.0,2.3333333333333335,1.3,8.166666666666666
1864,Maryland,2021-01-30,24962.103448275862,21021.58620689655,1.0344827586206897,0.0,52.89655172413793,10.0,1026.9655172413793,24.24137931034483,-2.5172413793103448,-11.068965517241379,-6.448275862068965,15.655172413793103,-6.448275862068965,-5.206896551724138,1.0344827586206897,-1.9310344827586208,0.0,8.699999999999996
1569,Indiana,2021-01-30,24927.133333333335,46863.666666666664,2.2666666666666666,5.6066666666666665,73.0,9.4,1020.6666666666666,64.4,-1.0,-5.333333333333333,-6.2,29.6,-6.2,-3.4,2.2666666666666666,-0.2,0.5533333333333333,7.320000000000002
2218,Nebraska,2021-01-30,24931.0,68247.0,2.0,0.6000000000000001,98.0,6.0,1005.3333333333334,95.66666666666667,1.0,1.0,-2.6666666666666665,29.0,-2.6666666666666665,-1.0,2.0,2.0,0.0,3.7999999999999994
3459,Tennessee,2021-01-30,25078.85714285714,37583.892857142855,8.571428571428571,5.100000000000001,68.14285714285714,9.535714285714286,1019.6428571428571,47.892857142857146,4.107142857142857,-1.0357142857142858,1.6071428571428572,22.285714285714285,1.6071428571428572,-0.14285714285714285,8.571428571428571,5.107142857142857,0.0,7.217857142857142
2100,Missouri,2021-01-30,24973.545454545456,64067.90909090909,6.7272727272727275,32.52727272727273,91.0,7.909090909090909,1007.9090909090909,86.81818181818181,4.2727272727272725,3.3636363636363638,0.18181818181818182,33.81818181818182,0.18181818181818182,0.0,6.7272727272727275,5.0,0.0,3.8
3637,Virginia,2021-01-31,25820.785714285714,22365.85714285714,0.7380952380952381,23.923809523809528,85.66666666666667,4.9523809523809526,1020.9285714285714,95.47619047619048,-0.42857142857142855,-2.357142857142857,-3.642857142857143,16.833333333333332,-3.642857142857143,-3.7142857142857144,0.7380952380952381,-0.35714285714285715,8.430952380952379,3.8000000000000007
3401,South Dakota,2021-01-31,25876.5,57403.5,2.5,0.05,75.5,10.0,1023.5,41.0,-1.0,-6.0,-5.5,20.5,-5.5,-4.5,2.5,-1.0,0.05,6.199999999999999
622,Delaware,2021-01-31,19312.75,19846.5,-0.25,8.2,65.5,6.75,1024.0,82.0,-1.25,-7.25,-4.5,18.0,-4.5,-4.0,-0.25,-1.25,2.675,3.8
2042,Mississippi,2021-01-31,25699.428571428572,39151.42857142857,15.285714285714286,4.528571428571429,78.57142857142857,9.571428571428571,1013.0,64.14285714285714,13.428571428571429,9.857142857142858,12.142857142857142,30.428571428571427,12.142857142857142,10.142857142857142,15.285714285714286,13.428571428571429,0.0,6.457142857142856
2101,Missouri,2021-01-31,25693.545454545456,64067.90909090909,4.818181818181818,2.227272727272727,86.0909090909091,8.363636363636363,1011.3636363636364,98.36363636363636,3.6363636363636362,1.7272727272727273,-1.0909090909090908,36.81818181818182,-1.0909090909090908,0.7272727272727273,4.818181818181818,3.4545454545454546,0.009090909090909092,3.8
2869,Oklahoma,2021-01-31,25802.25,73675.75,9.25,0.0,62.0,10.0,1020.25,20.5,7.0,-0.25,3.25,36.5,3.25,4.5,9.25,7.0,0.0,8.799999999999999
1924,Michigan,2021-01-31,25738.11111111111,48596.18518518518,-1.5185185185185186,6.933333333333333,91.48148148148148,3.962962962962963,1016.0370370370371,96.48148148148148,-3.1481481481481484,-4.148148148148148,-9.666666666666666,35.148148148148145,-9.666666666666666,-6.592592592592593,-1.5185185185185186,-2.5185185185185186,3.9740740740740743,3.7703703703703715
3046,South Carolina,2021-01-31,25758.875,29532.041666666668,13.666666666666666,16.354166666666664,85.25,8.25,1015.5833333333334,87.91666666666667,10.291666666666666,8.041666666666666,8.541666666666666,29.916666666666668,8.541666666666666,4.583333333333333,13.666666666666666,11.583333333333334,0.0,4.162500000000001
89,Arizona,2021-01-31,25817.333333333332,85389.73333333334,16.6,0.0,39.333333333333336,10.0,1022.2666666666667,6.4,11.8,-2.066666666666667,10.533333333333333,12.866666666666667,10.533333333333333,7.133333333333334,16.6,12.4,0.0,9.053333333333335
2278,Nevada,2021-01-31,25714.25,89162.375,9.875,0.0,55.875,10.0,1023.625,11.75,6.0,-3.5,4.875,10.25,4.875,2.25,9.875,6.25,0.0,8.950000000000001
3814,Wisconsin,2021-01-31,25927.0,53476.5,-0.8333333333333334,9.866666666666667,96.5,2.6666666666666665,1014.5,100.0,-1.3333333333333333,-2.0,-7.0,31.0,-7.0,-2.1666666666666665,-0.8333333333333334,-1.1666666666666667,4.75,3.6999999999999997
1511,Illinois,2021-01-31,25624.947368421053,60586.31578947369,0.7894736842105263,9.6,97.78947368421052,5.894736842105263,1009.9473684210526,100.0,0.21052631578947367,0.10526315789473684,-4.7368421052631575,32.1578947368421,-4.7368421052631575,-2.789473684210526,0.7894736842105263,0.42105263157894735,4.7631578947368425,3.7947368421052623
2160,Montana,2021-01-31,25758.0,59542.666666666664,3.3333333333333335,0.0,67.0,10.0,1024.3333333333333,12.333333333333334,-2.6666666666666665,-8.0,-5.333333333333333,14.0,-5.333333333333333,-6.0,3.3333333333333335,-1.6666666666666667,0.0,8.7
1037,Georgia,2021-01-31,25611.8064516129,30543.870967741936,16.258064516129032,23.822580645161295,84.0,7.838709677419355,1012.9677419354839,83.16129032258064,11.838709677419354,8.548387096774194,10.03225806451613,25.129032258064516,10.03225806451613,6.451612903225806,16.258064516129032,12.870967741935484,0.0,5.703225806451616
3755,West Virginia,2021-01-31,25976.5,25722.25,3.5,12.712500000000002,90.5,5.375,1015.0,93.625,1.125,-0.25,-2.375,20.0,-2.375,-2.125,3.5,1.875,5.3625,4.0
681,Florida,2021-01-31,18236.349593495936,33402.9837398374,22.414634146341463,0.5886178861788625,72.00813008130082,9.934959349593496,1018.3089430894308,54.17886178861789,19.75609756097561,13.910569105691057,18.8130081300813,28.788617886178862,19.211382113821138,14.83739837398374,22.414634146341463,19.747967479674795,0.0,7.650406504065044
3460,Tennessee,2021-01-31,25798.85714285714,37583.892857142855,11.0,13.350000000000003,86.21428571428571,8.642857142857142,1009.6428571428571,88.0,8.107142857142858,6.071428571428571,5.821428571428571,26.5,5.821428571428571,4.857142857142857,11.0,8.964285714285714,0.0,4.360714285714286
1629,Iowa,2021-01-31,25759.2,50824.0,-1.2,4.180000000000001,92.4,6.8,1016.4,97.2,-1.4,-2.2,-7.2,33.6,-7.2,-3.6,-1.2,-1.4,0.4600000000000001,3.78
1865,Maryland,2021-01-31,25682.103448275862,21021.58620689655,0.13793103448275862,17.65862068965517,80.0,4.9655172413793105,1022.6896551724138,91.55172413793103,-1.0,-4.137931034482759,-4.620689655172414,19.93103448275862,-4.620689655172414,-4.172413793103448,0.13793103448275862,-0.8620689655172413,5.203448275862067,3.799999999999998
2751,North Carolina,2021-01-31,25742.7,27991.6,7.4,34.13999999999999,89.6,6.775,1017.2,92.45,4.225,2.775,1.65,19.625,1.65,0.575,7.4,5.025,0.20750000000000002,3.8475000000000024
2810,Ohio,2021-01-31,25781.172413793105,44421.0,1.6551724137931034,15.906896551724135,92.79310344827586,5.413793103448276,1012.448275862069,96.75862068965517,-0.1724137931034483,-1.1379310344827587,-5.206896551724138,29.862068965517242,-5.206896551724138,-4.0,1.6551724137931034,0.5172413793103449,3.1724137931034484,3.799999999999998
445,Arkansas,2021-01-31,19912.555555555555,72367.77777777778,9.11111111111111,0.23333333333333334,75.11111111111111,10.0,1014.3333333333334,63.666666666666664,7.0,2.888888888888889,3.5555555555555554,29.77777777777778,3.5555555555555554,4.222222222222222,9.11111111111111,7.0,0.0,4.933333333333334
2987,Pennsylvania,2021-01-31,25760.864864864863,18037.324324324323,-1.3243243243243243,3.408108108108108,66.08108108108108,6.837837837837838,1023.2702702702703,82.67567567567568,-3.324324324324324,-9.162162162162161,-6.972972972972973,14.945945945945946,-6.972972972972973,-5.513513513513513,-1.3243243243243243,-2.810810810810811,2.2432432432432434,3.9729729729729724
1688,Kansas,2021-01-31,25707.0,66616.6,4.2,0.18,77.6,10.0,1018.0,78.0,2.4,-1.4,-3.0,38.4,-3.0,0.4,4.2,1.8,0.0,5.12
2219,Nebraska,2021-01-31,25651.0,68247.0,-0.6666666666666666,0.9333333333333332,89.33333333333333,7.333333333333333,1020.0,88.0,-1.3333333333333333,-2.6666666666666665,-7.666666666666667,36.0,-7.666666666666667,-3.6666666666666665,-0.6666666666666666,-1.6666666666666667,0.0,4.333333333333333
1393,Hawaii,2021-01-31,25647.0,96764.4,23.8,0.9399999999999998,75.4,9.8,1015.8,61.2,24.2,17.6,22.2,30.6,24.2,21.0,23.8,22.8,0.0,8.6
2928,Oregon,2021-01-31,25836.0,97314.2,8.6,18.419999999999998,91.8,7.4,1011.4,95.4,6.8,5.6,5.4,11.6,5.4,4.6,8.6,7.2,0.0,3.7
1806,Louisiana,2021-01-31,25659.266666666666,70660.73333333334,16.8,0.9066666666666668,72.13333333333334,9.933333333333334,1015.6666666666666,36.4,15.066666666666666,10.0,14.2,28.6,14.2,11.333333333333334,16.8,15.333333333333334,0.0,7.666666666666666
504,California,2021-01-31,25656.214285714286,92808.41071428571,17.232142857142858,0.6392857142857142,48.535714285714285,9.964285714285714,1021.4107142857143,26.803571428571427,13.125,1.7678571428571428,12.625,9.964285714285714,12.625,9.285714285714286,17.232142857142858,13.767857142857142,0.0,7.787499999999996
1983,Minnesota,2021-01-31,25738.0,55442.142857142855,-1.2857142857142858,6.042857142857143,95.14285714285714,3.2857142857142856,1019.0,99.28571428571429,-2.4285714285714284,-3.2857142857142856,-6.571428571428571,16.857142857142858,-6.571428571428571,-4.142857142857143,-1.2857142857142858,-2.2857142857142856,4.714285714285714,3.6999999999999997
1452,Idaho,2021-01-31,25601.4,83553.0,4.4,0.0,64.8,10.0,1027.6,12.6,0.4,-5.8,-3.0,24.6,-3.0,-2.6,4.4,1.0,0.0,8.7
3873,Wyoming,2021-01-31,25984.5,82318.5,3.0,0.1,53.0,10.0,1027.5,10.0,-2.5,-12.5,-9.0,35.5,-9.0,-6.5,3.0,-2.0,0.1,8.7
563,Colorado,2021-01-31,15536.866666666667,80333.26666666666,6.6,0.0,37.8,10.0,1027.8666666666666,8.4,1.2666666666666666,-12.333333333333334,-1.0666666666666667,11.466666666666667,-1.0666666666666667,-2.4,6.6,1.9333333333333333,0.0,8.593333333333334
1747,Kentucky,2021-01-31,25594.0,41054.333333333336,8.222222222222221,8.433333333333332,93.77777777777777,8.0,1007.2222222222222,98.22222222222223,5.111111111111111,4.333333333333333,1.7777777777777777,29.555555555555557,1.7777777777777777,-0.1111111111111111,8.222222222222221,6.111111111111111,0.0,4.344444444444444
3578,Utah,2021-01-31,25967.6,84216.8,4.0,0.0,64.6,10.0,1029.4,12.6,-0.6,-6.6,-3.0,13.6,-3.0,-4.0,4.0,0.6,0.0,8.059999999999999
30,Alabama,2021-01-31,17798.615384615383,35794.46153846154,16.923076923076923,9.946153846153846,80.61538461538461,9.0,1011.3846153846154,82.3076923076923,13.846153846153847,10.153846153846153,12.461538461538462,29.846153846153847,12.461538461538462,9.538461538461538,16.923076923076923,14.692307692307692,0.0,4.6230769230769235
3696,Washington,2021-01-31,25842.066666666666,98584.26666666666,6.733333333333333,13.986666666666666,88.2,7.066666666666666,1012.5333333333333,93.2,5.4,3.466666666666667,3.533333333333333,13.666666666666666,3.533333333333333,3.466666666666667,6.733333333333333,5.466666666666667,0.8,3.746666666666668
1570,Indiana,2021-01-31,25647.133333333335,46863.666666666664,3.1333333333333333,16.74,97.53333333333333,7.0,1007.2666666666667,99.86666666666666,2.0,1.8,-2.6,33.06666666666667,-2.6,-2.933333333333333,3.1333333333333333,2.6666666666666665,0.5933333333333333,4.6933333333333325
2692,New York,2021-01-31,25791.44827586207,12173.310344827587,-4.241379310344827,0.04482758620689655,65.27586206896552,9.724137931034482,1025.896551724138,55.62068965517241,-7.172413793103448,-13.03448275862069,-11.206896551724139,12.862068965517242,-11.206896551724139,-10.482758620689655,-4.241379310344827,-7.0344827586206895,0.03793103448275863,5.072413793103447
2633,New Mexico,2021-01-31,25768.0,87640.0,7.0,0.0,51.0,10.0,1027.3333333333333,4.0,2.0,-8.0,-0.6666666666666666,16.333333333333332,-0.6666666666666666,-1.6666666666666667,7.0,3.0,0.0,8.7
3519,Texas,2021-01-31,25923.5,76927.36538461539,15.403846153846153,0.0826923076923077,50.09615384615385,10.0,1020.0769230769231,3.576923076923077,12.73076923076923,2.0384615384615383,11.057692307692308,29.423076923076923,11.057692307692308,10.173076923076923,15.403846153846153,12.673076923076923,0.0,9.844230769230764
2634,New Mexico,2021-02-01,26488.0,87640.0,8.666666666666666,0.0,50.0,10.0,1025.3333333333333,21.0,4.333333333333333,-6.0,1.6666666666666667,15.666666666666666,1.6666666666666667,0.6666666666666666,8.666666666666666,5.333333333333333,0.0,8.7
2811,Ohio,2021-02-01,26501.172413793105,44421.0,-1.3448275862068966,4.824137931034483,92.72413793103448,4.206896551724138,1012.9310344827586,99.96551724137932,-2.2413793103448274,-3.2413793103448274,-8.310344827586206,29.06896551724138,-8.310344827586206,-3.9655172413793105,-1.3448275862068966,-2.3448275862068964,3.3103448275862077,3.799999999999998
623,Delaware,2021-02-01,31289.75,19846.5,4.5,50.25,95.25,5.5,1006.0,99.5,2.5,2.75,-3.0,58.5,-3.0,-4.25,4.5,3.5,4.825,3.8
2752,North Carolina,2021-02-01,26462.7,27991.6,7.15,4.857500000000001,90.7,5.675,1005.525,92.225,5.1,3.975,2.55,18.75,2.55,1.725,7.15,5.575,0.1025,3.9750000000000023
1866,Maryland,2021-02-01,26402.103448275862,21021.58620689655,3.103448275862069,22.89655172413793,96.62068965517241,5.310344827586207,1006.6551724137931,99.82758620689656,1.3448275862068966,1.2758620689655173,-3.8275862068965516,38.93103448275862,-3.8275862068965516,-3.7586206896551726,3.103448275862069,2.0344827586206895,6.362068965517242,3.799999999999998
564,Colorado,2021-02-01,34310.066666666666,80333.26666666666,9.733333333333333,0.02,31.0,10.0,1022.6,46.06666666666667,4.066666666666666,-12.933333333333334,2.466666666666667,10.0,2.466666666666667,0.13333333333333333,9.733333333333333,4.866666666666666,0.0,7.293333333333333
31,Alabama,2021-02-01,32470.30769230769,35794.46153846154,5.153846153846154,0.5538461538461539,72.61538461538461,9.153846153846153,1016.9230769230769,87.0,4.923076923076923,0.23076923076923078,0.7692307692307693,29.153846153846153,0.7692307692307693,2.8461538461538463,5.153846153846154,4.384615384615385,0.11538461538461539,4.615384615384616
1925,Michigan,2021-02-01,26458.11111111111,48596.18518518518,-3.4814814814814814,2.4185185185185185,91.25925925925925,6.148148148148148,1018.8518518518518,95.0,-5.296296296296297,-6.481481481481482,-11.555555555555555,26.59259259259259,-11.555555555555555,-6.814814814814815,-3.4814814814814814,-5.074074074074074,2.0148148148148155,3.7666666666666657
505,California,2021-02-01,26376.214285714286,92808.41071428571,17.5,0.3160714285714286,47.357142857142854,9.946428571428571,1018.5178571428571,39.25,14.232142857142858,2.517857142857143,13.928571428571429,10.035714285714286,13.928571428571429,11.857142857142858,17.5,14.892857142857142,0.0,7.678571428571429
1984,Minnesota,2021-02-01,26458.0,55442.142857142855,-4.428571428571429,0.4428571428571428,94.57142857142857,6.428571428571429,1027.7142857142858,82.14285714285714,-6.571428571428571,-7.428571428571429,-10.285714285714286,12.142857142857142,-10.285714285714286,-9.285714285714286,-4.428571428571429,-7.142857142857143,0.35714285714285715,4.414285714285714
446,Arkansas,2021-02-01,30688.777777777777,72367.77777777778,8.11111111111111,0.0,70.0,10.0,1025.6666666666667,30.88888888888889,3.3333333333333335,-2.111111111111111,0.0,20.0,0.0,0.0,8.11111111111111,4.0,0.0,8.344444444444445
682,Florida,2021-02-01,32378.674796747968,33402.9837398374,18.0,2.417886178861789,70.54471544715447,9.829268292682928,1012.3577235772358,59.666666666666664,16.739837398373982,10.926829268292684,15.487804878048781,37.796747967479675,15.487804878048781,12.682926829268293,18.0,16.146341463414632,0.0,8.147967479674803
3638,Virginia,2021-02-01,26540.785714285714,22365.85714285714,3.1904761904761907,6.823809523809525,96.61904761904762,5.142857142857143,1006.047619047619,98.83333333333333,1.6666666666666667,1.6666666666666667,-2.2142857142857144,24.285714285714285,-2.2142857142857144,-3.5476190476190474,3.1904761904761907,2.261904761904762,4.080952380952381,3.8000000000000007
3697,Washington,2021-02-01,26562.066666666666,98584.26666666666,9.0,14.19333333333333,87.53333333333333,7.533333333333333,1010.2666666666667,96.26666666666667,6.866666666666666,4.666666666666667,5.8,10.333333333333334,5.8,4.6,9.0,7.333333333333333,0.0,3.660000000000001
2102,Missouri,2021-02-01,26413.545454545456,64067.90909090909,3.5454545454545454,0.05454545454545456,77.45454545454545,9.636363636363637,1025.909090909091,67.27272727272727,0.5454545454545454,-2.909090909090909,-3.8181818181818183,23.90909090909091,-3.8181818181818183,-1.1818181818181819,3.5454545454545454,1.1818181818181819,0.03636363636363637,5.736363636363635
3756,West Virginia,2021-02-01,26696.5,25722.25,2.125,13.75,97.125,4.125,1008.75,99.75,0.375,0.125,-2.875,15.75,-2.875,-3.25,2.125,0.375,6.0249999999999995,3.8000000000000003
3815,Wisconsin,2021-02-01,26647.0,53476.5,-2.0,0.9333333333333335,92.0,8.5,1024.0,60.166666666666664,-4.833333333333333,-6.0,-9.666666666666666,20.5,-9.666666666666666,-8.166666666666666,-2.0,-4.833333333333333,0.7666666666666666,7.033333333333332
2161,Montana,2021-02-01,26478.0,59542.666666666664,5.333333333333333,0.0,61.333333333333336,10.0,1019.6666666666666,14.666666666666666,-1.0,-8.333333333333334,-3.6666666666666665,14.666666666666666,-3.6666666666666665,-5.0,5.333333333333333,-0.3333333333333333,0.0,8.133333333333333
3874,Wyoming,2021-02-01,26704.5,82318.5,6.5,0.0,37.0,10.0,1022.5,22.0,1.0,-14.0,-4.0,32.5,-4.0,-3.0,6.5,2.0,0.0,7.8999999999999995
2220,Nebraska,2021-02-01,26371.0,68247.0,-0.3333333333333333,0.0,90.33333333333333,9.333333333333334,1028.6666666666667,18.333333333333332,-3.6666666666666665,-5.333333333333333,-6.333333333333333,11.0,-6.333333333333333,-6.0,-0.3333333333333333,-3.3333333333333335,0.0,8.7
90,Arizona,2021-02-01,26537.333333333332,85389.73333333334,18.866666666666667,0.0,35.266666666666666,10.0,1019.3333333333334,33.333333333333336,14.466666666666667,-1.2666666666666666,13.266666666666667,14.266666666666667,13.266666666666667,9.933333333333334,18.866666666666667,14.8,0.0,9.54
2279,Nevada,2021-02-01,26434.25,89162.375,11.25,0.0,44.375,10.0,1020.375,36.875,7.5,-5.0,6.625,10.0,6.625,4.125,11.25,8.125,0.0,8.35
2043,Mississippi,2021-02-01,26419.428571428572,39151.42857142857,6.285714285714286,0.08571428571428573,69.85714285714286,10.0,1021.5714285714286,70.71428571428571,5.285714285714286,0.14285714285714285,1.2857142857142858,27.857142857142858,1.2857142857142858,3.4285714285714284,6.285714285714286,4.714285714285714,0.0,4.928571428571429
1807,Louisiana,2021-02-01,26379.266666666666,70660.73333333334,11.4,0.0,65.53333333333333,10.0,1023.6666666666666,14.666666666666666,7.933333333333334,1.7333333333333334,5.066666666666666,26.133333333333333,5.066666666666666,5.066666666666666,11.4,8.133333333333333,0.0,8.700000000000001
3579,Utah,2021-02-01,26687.6,84216.8,6.4,0.0,55.0,10.0,1025.0,43.2,2.8,-5.8,0.4,13.2,0.4,-0.8,6.4,3.6,0.0,8.959999999999999
2988,Pennsylvania,2021-02-01,26480.864864864863,18037.324324324323,0.05405405405405406,22.58378378378378,95.4054054054054,3.6486486486486487,1010.4324324324324,99.75675675675676,-1.1891891891891893,-1.4864864864864864,-6.864864864864865,36.13513513513514,-6.864864864864865,-5.621621621621622,0.05405405405405406,-0.6216216216216216,10.14054054054054,3.799999999999999
