,state,date,Unnamed: 0.1.1,zipcode,temperature,precip,humidity,visibility,pressure,cloudcover,heatindex,dewpoint,windchill,windgust,feelslike,mintemp,maxtemp,avgtemp,totalsnow,sunhour
533,Colorado,2021-01-01,1692.4583333333333,80328.75,2.3333333333333335,0.0,60.875,10.0,1022.4166666666666,19.458333333333332,-1.7083333333333333,-8.375,-2.9166666666666665,6.625,-2.9166666666666665,-4.791666666666667,2.3333333333333335,-1.25,0.0,8.699999999999998
474,California,2021-01-01,2167.214285714286,92808.41071428571,16.482142857142858,0.026785714285714284,45.607142857142854,9.982142857142858,1019.5535714285714,7.946428571428571,12.767857142857142,0.14285714285714285,12.125,11.410714285714286,12.125,9.071428571428571,16.482142857142858,13.339285714285714,0.0,8.700000000000019
415,Arkansas,2021-01-01,1808.3125,72353.125,10.25,30.112500000000004,91.9375,8.0,1008.0625,94.125,8.125,7.25,5.375,28.0,5.375,2.5625,10.25,9.125,0.0,3.700000000000001
3607,Virginia,2021-01-01,2331.785714285714,22365.85714285714,3.4523809523809526,15.971428571428564,87.78571428571429,7.428571428571429,1027.5238095238096,94.92857142857143,2.761904761904762,1.4761904761904763,0.6190476190476191,13.476190476190476,0.6190476190476191,-1.5952380952380953,3.4523809523809526,2.642857142857143,0.0,3.607142857142855
3666,Washington,2021-01-01,2353.0666666666666,98584.26666666666,6.933333333333334,7.2399999999999975,90.46666666666667,6.933333333333334,1015.0,92.6,5.933333333333334,4.6,4.0,16.133333333333333,4.0,3.4,6.933333333333334,6.0,0.22666666666666666,3.886666666666665
3725,West Virginia,2021-01-01,2487.5,25722.25,8.375,14.475000000000001,92.625,7.25,1022.125,81.625,4.75,3.75,2.25,19.875,2.25,-0.5,8.375,5.625,0.0,3.6125000000000007
3784,Wisconsin,2021-01-01,2438.0,53476.5,-0.6666666666666666,2.8166666666666664,91.33333333333333,7.0,1021.5,54.333333333333336,-4.333333333333333,-5.333333333333333,-8.333333333333334,19.0,-8.333333333333334,-9.666666666666666,-0.6666666666666666,-3.1666666666666665,2.1500000000000004,5.783333333333335
592,Delaware,2021-01-01,1858.857142857143,19852.714285714286,4.714285714285714,10.9,81.57142857142857,8.428571428571429,1028.7142857142858,77.71428571428571,2.857142857142857,0.5714285714285714,-0.42857142857142855,21.285714285714285,-0.42857142857142855,0.14285714285714285,4.714285714285714,3.142857142857143,0.0,4.228571428571429
2839,Oklahoma,2021-01-01,2313.25,73675.75,3.25,41.125,91.5,8.0,1011.25,96.5,2.0,1.25,-3.25,38.75,-3.25,0.25,3.25,2.5,0.0,3.6999999999999997
2780,Ohio,2021-01-01,2292.1724137931033,44421.0,3.6206896551724137,19.882758620689657,89.03448275862068,8.206896551724139,1021.2068965517242,65.82758620689656,0.4482758620689655,-0.5862068965517241,-3.3793103448275863,24.413793103448278,-3.3793103448275863,-3.1379310344827585,3.6206896551724137,0.8275862068965517,0.0,4.524137931034483
2721,North Carolina,2021-01-01,2253.7,27991.6,10.95,24.572500000000005,96.4,6.175,1022.675,98.725,10.55,10.575,8.675,20.05,8.675,6.7,10.95,10.025,0.0,3.6999999999999944
2248,Nevada,2021-01-01,2225.25,89162.375,8.25,0.0,49.875,10.0,1021.5,8.75,4.5,-6.25,1.625,25.5,1.625,0.375,8.25,5.0,0.0,8.700000000000001
2189,Nebraska,2021-01-01,2162.0,68247.0,-2.6666666666666665,0.0,87.0,10.0,1021.0,30.666666666666668,-6.0,-8.0,-10.666666666666666,20.0,-10.666666666666666,-8.0,-2.6666666666666665,-5.0,0.0,6.433333333333333
2130,Montana,2021-01-01,2269.0,59542.666666666664,2.6666666666666665,0.0,66.66666666666667,10.0,1020.6666666666666,23.333333333333332,-2.6666666666666665,-9.0,-5.333333333333333,16.333333333333332,-5.333333333333333,-5.666666666666667,2.6666666666666665,-2.0,0.0,8.0
2071,Missouri,2021-01-01,2204.5454545454545,64067.90909090909,3.090909090909091,32.281818181818174,92.36363636363636,6.909090909090909,1012.3636363636364,92.63636363636364,1.3636363636363635,0.18181818181818182,-3.3636363636363638,30.09090909090909,-3.3636363636363638,-0.9090909090909091,3.090909090909091,2.090909090909091,1.2545454545454546,3.5818181818181825
