,request.type,request.query,request.language,request.unit,location.name,location.country,location.region,location.lat,location.lon,location.timezone_id,location.utc_offset,temperature,precip,humidity,visibility,pressure,cloudcover,heatindex,dewpoint,windchill,windgust,feelslike,date,mintemp,maxtemp,avgtemp,totalsnow,sunhour
1083,Zipcode,85374,en,m,Surprise,USA,Arizona,33.630,-112.350,America/Phoenix,-7.0,26,0.0,22,10,1013,14,21,-1,20,20,20,2021-03-06,17,26,21,0.0,11.6
1084,Zipcode,85282,en,m,Tempe,USA,Arizona,33.391,-111.926,America/Phoenix,-7.0,27,0.0,24,10,1014,6,21,1,20,17,20,2021-03-06,17,27,21,0.0,11.6
1085,Zipcode,32714,en,m,Altamonte Springs,USA,Florida,28.667,-81.413,America/New_York,-5.0,17,11.1,77,8,1017,77,16,12,15,26,15,2021-03-06,13,17,16,0.0,5.9
1086,Zipcode,34135,en,m,Bonita Springs,USA,Florida,26.387,-81.736,America/New_York,-5.0,23,0.2,62,10,1015,74,20,12,20,21,20,2021-03-06,17,23,21,0.0,5.9
1087,Zipcode,33909,en,m,Cape Coral,USA,Florida,26.670,-81.970,America/New_York,-5.0,23,0.1,61,10,1015,60,21,12,20,23,20,2021-03-06,18,23,21,0.0,5.9
1088,Zipcode,34711,en,m,Clermont,USA,Florida,28.540,-81.760,America/New_York,-5.0,17,13.3,78,8,1017,75,16,11,15,31,15,2021-03-06,11,17,16,0.0,7.3
1089,Zipcode,33004,en,m,Dania,USA,Florida,26.057,-80.137,America/Kentucky/Monticello,-5.0,23,3.1,64,10,1014,65,25,15,22,28,25,2021-03-06,22,23,22,0.0,5.9
1090,Zipcode,33442,en,m,Deerfield Beach,USA,Florida,26.309,-80.141,America/New_York,-5.0,23,5.1,63,10,1015,59,25,15,22,27,25,2021-03-06,21,23,22,0.0,8.8
1091,Zipcode,33444,en,m,Delray Beach,USA,Florida,26.460,-80.080,America/New_York,-5.0,23,2.0,63,10,1015,59,24,14,22,25,24,2021-03-06,21,23,22,0.0,7.3
1092,Zipcode,33316,en,m,Fort Lauderdale,USA,Florida,26.104,-80.125,America/Kentucky/Monticello,-5.0,23,3.4,65,10,1014,63,25,15,22,28,25,2021-03-06,22,23,22,0.0,5.9
1093,Zipcode,33012,en,m,Hialeah,USA,Florida,25.866,-80.297,America/New_York,-5.0,24,3.3,64,10,1014,65,25,15,22,26,25,2021-03-06,21,24,23,0.0,5.9
1094,Zipcode,33033,en,m,Homestead,USA,Florida,25.494,-80.432,America/Kentucky/Monticello,-5.0,23,3.2,76,10,1014,66,22,17,21,29,21,2021-03-06,20,23,22,0.0,7.3
1095,Zipcode,34453,en,m,Inverness,USA,Florida,28.870,-82.350,America/New_York,-5.0,15,4.6,81,10,1018,86,14,11,13,29,13,2021-03-06,12,15,14,0.0,5.9
1096,Zipcode,33040,en,m,Key West,USA,Florida,24.563,-81.761,America/New_York,-5.0,23,8.2,77,9,1014,73,24,18,21,32,24,2021-03-06,17,23,23,0.0,5.9
1097,Zipcode,33463,en,m,Lake Worth,USA,Florida,26.610,-80.130,America/New_York,-5.0,23,3.2,60,10,1015,61,23,13,21,21,21,2021-03-06,21,23,22,0.0,8.8
1098,Zipcode,33771,en,m,Largo,USA,Florida,27.900,-82.760,America/New_York,-5.0,18,1.4,73,10,1016,72,18,13,17,37,17,2021-03-06,15,18,18,0.0,7.3
1099,Zipcode,34788,en,m,Leesburg,USA,Florida,28.854,-81.778,America/New_York,-5.0,15,13.0,80,9,1018,79,14,11,13,32,13,2021-03-06,11,15,14,0.0,5.9
1100,Zipcode,33064,en,m,Pompano Beach,USA,Florida,26.281,-80.114,America/New_York,-5.0,23,5.1,63,10,1015,59,25,15,22,27,25,2021-03-06,21,23,22,0.0,8.8
1101,Zipcode,33547,en,m,Lithia,USA,Florida,27.811,-82.149,America/New_York,-5.0,19,1.8,73,10,1016,63,17,12,17,30,17,2021-03-06,15,19,18,0.0,7.3
1102,Zipcode,33016,en,m,Hialeah,USA,Florida,25.892,-80.330,America/New_York,-5.0,24,3.8,63,10,1014,63,25,15,22,26,25,2021-03-06,20,24,23,0.0,5.9
1103,Zipcode,34103,en,m,Naples,USA,Florida,26.188,-81.804,America/New_York,-5.0,24,0.7,63,10,1015,69,21,13,21,23,21,2021-03-06,18,24,21,0.0,7.3
1104,Zipcode,33160,en,m,North Miami Beach,USA,Florida,25.935,-80.134,America/Kentucky/Monticello,-5.0,23,3.4,66,10,1014,67,24,16,22,29,24,2021-03-06,20,23,22,0.0,5.9
1105,Zipcode,32073,en,m,Orange Park,USA,Florida,30.170,-81.760,America/New_York,-5.0,16,5.9,65,8,1019,81,14,8,13,15,13,2021-03-06,13,16,15,0.0,5.9
1106,Zipcode,32176,en,m,Ormond Beach,USA,Florida,29.326,-81.058,America/New_York,-5.0,16,7.4,77,9,1018,76,15,12,15,34,15,2021-03-06,9,16,15,0.0,5.9
1107,Zipcode,32765,en,m,Oviedo,USA,Florida,28.648,-81.210,America/New_York,-5.0,17,9.6,78,9,1017,77,16,12,16,23,16,2021-03-06,14,17,16,0.0,5.9
1108,Zipcode,33410,en,m,Palm Beach Gardens,USA,Florida,26.840,-80.090,America/New_York,-5.0,23,2.3,61,10,1015,66,23,14,22,23,22,2021-03-06,21,23,22,0.0,8.8
1109,Zipcode,32137,en,m,Palm Coast,USA,Florida,29.542,-81.227,America/New_York,-5.0,16,9.4,77,8,1018,63,15,11,14,30,14,2021-03-06,8,16,15,0.0,5.9
1110,Zipcode,34684,en,m,Palm Harbor,USA,Florida,28.078,-82.726,America/New_York,-5.0,18,3.0,74,9,1017,76,17,12,17,37,17,2021-03-06,14,18,17,0.0,5.9
1111,Zipcode,32405,en,m,Panama City,USA,Florida,30.200,-85.660,America/Chicago,-6.0,13,7.8,79,10,1019,56,13,9,12,17,12,2021-03-06,11,13,12,0.0,4.3
1112,Zipcode,33026,en,m,Hollywood,USA,Florida,26.028,-80.297,America/New_York,-5.0,24,3.5,61,10,1014,60,25,14,22,25,25,2021-03-06,21,24,23,0.0,7.3
1113,Zipcode,33563,en,m,Plant City,USA,Florida,28.010,-82.140,America/New_York,-5.0,18,5.7,76,9,1016,66,16,12,16,31,16,2021-03-06,14,18,17,0.0,8.8
1114,Zipcode,33948,en,m,Port Charlotte,USA,Florida,26.983,-82.145,America/New_York,-5.0,22,0.0,64,10,1015,64,20,11,19,23,19,2021-03-06,17,22,20,0.0,5.9
1115,Zipcode,34986,en,m,Port Saint Lucie,USA,Florida,27.322,-80.418,America/New_York,-5.0,23,1.0,60,10,1016,52,21,12,20,21,20,2021-03-06,19,23,21,0.0,10.2
1116,Zipcode,33411,en,m,West Palm Beach,USA,Florida,26.716,-80.217,America/New_York,-5.0,23,3.2,58,10,1015,61,22,13,21,16,21,2021-03-06,20,23,22,0.0,8.8
1117,Zipcode,32771,en,m,Sanford,USA,Florida,28.790,-81.300,America/New_York,-5.0,16,13.8,79,9,1018,75,15,12,15,23,15,2021-03-06,13,16,16,0.0,5.9
1118,Zipcode,33870,en,m,Sebring,USA,Florida,27.486,-81.417,America/New_York,-5.0,21,4.7,71,10,1016,59,18,12,18,23,18,2021-03-06,16,21,18,0.0,8.8
1119,Zipcode,33772,en,m,Seminole,USA,Florida,27.840,-82.800,America/New_York,-5.0,18,1.3,73,10,1016,72,18,13,18,36,18,2021-03-06,15,18,18,0.0,7.3
1120,Zipcode,34113,en,m,Naples,USA,Florida,26.060,-81.745,America/New_York,-5.0,24,0.7,63,10,1015,69,21,13,21,23,21,2021-03-06,18,24,21,0.0,7.3
1121,Zipcode,34606,en,m,Spring Hill,USA,Florida,28.466,-82.597,America/New_York,-5.0,17,7.1,78,9,1017,77,16,12,15,37,15,2021-03-06,13,17,16,0.0,5.9
1122,Zipcode,32086,en,m,Saint Augustine,USA,Florida,29.759,-81.304,America/New_York,-5.0,15,15.8,76,8,1019,67,14,10,13,25,13,2021-03-06,11,15,14,0.0,7.3
1123,Zipcode,33704,en,m,Saint Petersburg,USA,Florida,27.795,-82.635,America/Kentucky/Monticello,-5.0,19,1.3,73,10,1016,72,18,13,18,36,18,2021-03-06,16,19,18,0.0,7.3
1124,Zipcode,33323,en,m,Fort Lauderdale,USA,Florida,26.155,-80.317,America/New_York,-5.0,24,2.3,60,10,1014,54,25,14,22,23,25,2021-03-06,21,24,23,0.0,8.8
1125,Zipcode,32308,en,m,Tallahassee,USA,Florida,30.504,-84.212,America/New_York,-5.0,13,3.8,71,8,1020,76,12,7,11,15,11,2021-03-06,11,13,12,0.0,5.9
1126,Zipcode,33617,en,m,Tampa,USA,Florida,28.037,-82.396,America/New_York,-5.0,18,1.6,75,10,1017,63,16,12,16,31,16,2021-03-06,14,18,17,0.0,8.8
1127,Zipcode,32159,en,m,Lady Lake,USA,Florida,28.929,-81.926,America/New_York,-5.0,15,4.4,80,10,1018,77,14,11,13,28,13,2021-03-06,12,15,14,0.0,5.9
1128,Zipcode,32966,en,m,Vero Beach,USA,Florida,27.638,-80.475,America/New_York,-5.0,21,4.3,69,10,1016,56,20,13,19,26,19,2021-03-06,18,21,20,0.0,7.3
1129,Zipcode,33544,en,m,Wesley Chapel,USA,Florida,28.270,-82.319,America/New_York,-5.0,18,3.6,76,10,1017,78,16,11,15,30,15,2021-03-06,13,18,16,0.0,5.9
1130,Zipcode,33880,en,m,Winter Haven,USA,Florida,27.997,-81.752,America/New_York,-5.0,19,3.7,76,10,1017,68,17,12,16,29,16,2021-03-06,14,19,17,0.0,7.3
1131,Zipcode,32792,en,m,Winter Park,USA,Florida,28.610,-81.300,America/New_York,-5.0,17,10.2,76,8,1017,76,16,12,16,25,16,2021-03-06,14,17,16,0.0,5.9
1132,Zipcode,32708,en,m,Winter Springs,USA,Florida,28.690,-81.270,America/New_York,-5.0,17,11.1,77,8,1017,77,16,12,15,26,15,2021-03-06,13,17,16,0.0,5.9
1133,Zipcode,31707,en,m,Albany,USA,Georgia,31.581,-84.222,America/New_York,-5.0,16,0.0,55,10,1020,49,13,4,12,20,12,2021-03-06,11,16,13,0.0,11.6
1134,Zipcode,30022,en,m,Alpharetta,USA,Georgia,34.030,-84.240,America/New_York,-5.0,12,0.8,56,8,1023,59,9,1,8,12,8,2021-03-06,7,12,9,0.0,8.7
1135,Zipcode,30606,en,m,Athens,USA,Georgia,33.950,-83.420,America/New_York,-5.0,11,0.0,62,10,1022,70,9,2,8,10,8,2021-03-06,6,11,9,0.0,7.3
1136,Zipcode,30329,en,m,Atlanta,USA,Georgia,33.830,-84.320,America/New_York,-5.0,13,0.4,47,8,1022,57,11,0,10,11,10,2021-03-06,8,13,10,0.0,7.3
1137,Zipcode,30114,en,m,Canton,USA,Georgia,34.248,-84.524,America/New_York,-5.0,11,0.4,64,10,1023,82,8,1,7,12,7,2021-03-06,6,11,8,0.0,5.7
1138,Zipcode,30529,en,m,Commerce,USA,Georgia,34.188,-83.514,America/New_York,-5.0,11,1.0,66,9,1023,66,8,2,7,12,7,2021-03-06,5,11,8,0.0,7.3
1139,Zipcode,30012,en,m,Conyers,USA,Georgia,33.707,-84.005,America/New_York,-5.0,12,0.0,58,10,1022,62,9,1,9,11,9,2021-03-06,7,12,10,0.0,7.3
1140,Zipcode,30041,en,m,Cumming,USA,Georgia,34.203,-84.074,America/New_York,-5.0,11,1.1,66,8,1023,62,8,2,7,12,7,2021-03-06,5,11,8,0.0,7.3
1141,Zipcode,30720,en,m,Dalton,USA,Georgia,34.760,-84.980,America/New_York,-5.0,12,0.1,62,10,1023,38,8,0,6,14,6,2021-03-06,3,12,8,0.0,11.4
1142,Zipcode,30135,en,m,Douglasville,USA,Georgia,33.696,-84.743,America/New_York,-5.0,14,0.1,53,10,1022,53,9,0,8,12,8,2021-03-06,6,14,10,0.0,11.4
1143,Zipcode,30501,en,m,Gainesville,USA,Georgia,34.290,-83.820,America/New_York,-5.0,10,1.6,70,8,1023,69,8,2,6,12,6,2021-03-06,5,10,7,0.0,8.7
1144,Zipcode,30144,en,m,Kennesaw,USA,Georgia,34.030,-84.580,America/New_York,-5.0,12,0.4,54,9,1023,54,9,0,8,10,8,2021-03-06,7,12,10,0.0,8.6
1145,Zipcode,30269,en,m,Peachtree City,USA,Georgia,33.390,-84.560,America/New_York,-5.0,13,0.1,56,10,1022,63,10,1,9,11,9,2021-03-06,7,13,10,0.0,8.6
1146,Zipcode,30161,en,m,Rome,USA,Georgia,34.246,-85.110,America/New_York,-5.0,13,0.3,62,10,1023,55,8,0,6,15,6,2021-03-06,3,13,8,0.0,8.6
1147,Zipcode,30075,en,m,Roswell,USA,Georgia,34.047,-84.377,America/New_York,-5.0,12,0.8,51,7,1023,62,10,0,9,12,9,2021-03-06,8,12,10,0.0,7.2
1148,Zipcode,31419,en,m,Savannah,USA,Georgia,31.980,-81.181,America/New_York,-5.0,14,0.0,60,10,1021,48,11,3,10,16,10,2021-03-06,9,14,12,0.0,11.6
1149,Zipcode,30281,en,m,Stockbridge,USA,Georgia,33.553,-84.214,America/New_York,-5.0,13,0.0,51,10,1022,61,10,0,9,11,9,2021-03-06,8,13,10,0.0,7.3
1150,Zipcode,30024,en,m,Suwanee,USA,Georgia,34.063,-84.083,America/New_York,-5.0,11,1.0,62,7,1023,60,8,1,7,12,7,2021-03-06,6,11,8,0.0,8.7
1151,Zipcode,31601,en,m,Valdosta,USA,Georgia,30.826,-83.284,America/New_York,-5.0,16,1.0,60,7,1020,81,13,5,12,17,12,2021-03-06,10,16,13,0.0,5.9
1152,Zipcode,31093,en,m,Warner Robins,USA,Georgia,32.636,-83.642,America/New_York,-5.0,14,0.0,56,10,1021,51,11,3,10,12,10,2021-03-06,9,14,12,0.0,8.8
1153,Zipcode,89014,en,m,Henderson,USA,Nevada,36.063,-115.055,America/Los_Angeles,-8.0,22,0.0,20,10,1012,23,17,-7,17,29,17,2021-03-06,13,22,18,0.0,8.7
1154,Zipcode,89029,en,m,Laughlin,USA,Nevada,35.139,-114.624,America/Phoenix,-7.0,26,0.0,21,10,1012,10,18,-7,18,17,18,2021-03-06,9,26,19,0.0,11.4
1155,Zipcode,89032,en,m,North Las Vegas,USA,Nevada,36.220,-115.170,America/Los_Angeles,-8.0,19,0.0,22,10,1012,40,15,-7,16,18,16,2021-03-06,12,19,16,0.0,7.2
1156,Zipcode,89502,en,m,Reno,USA,Nevada,39.501,-119.765,America/Los_Angeles,-8.0,6,3.7,54,8,1016,37,4,-7,0,21,0,2021-03-06,-2,6,3,2.5,7.2
1157,Zipcode,89434,en,m,Sparks,USA,Nevada,39.553,-119.717,America/Los_Angeles,-8.0,3,3.1,52,9,1016,37,1,-8,-3,22,-3,2021-03-06,-3,3,0,2.4,5.7
1158,Zipcode,29803,en,m,Aiken,USA,South Carolina,33.504,-81.725,America/New_York,-5.0,12,0.0,48,10,1022,62,9,-1,8,15,8,2021-03-06,7,12,9,0.0,8.7
1159,Zipcode,29621,en,m,Anderson,USA,South Carolina,34.524,-82.645,America/New_York,-5.0,11,0.6,60,9,1023,84,8,0,6,13,6,2021-03-06,5,11,8,0.0,5.9
1160,Zipcode,29902,en,m,Beaufort,USA,South Carolina,32.429,-80.699,America/New_York,-5.0,14,0.0,56,10,1022,54,11,2,9,17,9,2021-03-06,9,14,11,0.0,11.6
1161,Zipcode,29910,en,m,Bluffton,USA,South Carolina,32.260,-80.872,America/New_York,-5.0,12,0.0,58,10,1022,53,11,3,9,24,9,2021-03-06,10,12,11,0.0,11.6
1162,Zipcode,29407,en,m,Charleston,USA,South Carolina,32.800,-80.011,America/New_York,-5.0,13,0.0,52,10,1022,61,10,1,9,10,9,2021-03-06,8,13,11,0.0,11.6
1163,Zipcode,29642,en,m,Easley,USA,South Carolina,34.810,-82.560,America/New_York,-5.0,11,0.1,54,10,1023,77,8,-1,6,11,6,2021-03-06,6,11,8,0.0,7.3
1164,Zipcode,29501,en,m,Florence,USA,South Carolina,34.180,-79.780,America/New_York,-5.0,13,0.0,44,10,1023,56,8,-4,7,10,7,2021-03-06,5,13,9,0.0,10.2
1165,Zipcode,29341,en,m,Gaffney,USA,South Carolina,35.095,-81.677,America/New_York,-5.0,12,0.0,50,10,1023,53,8,-3,7,10,7,2021-03-06,4,12,8,0.0,10.2
1166,Zipcode,29615,en,m,Greenville,USA,South Carolina,34.869,-82.312,America/New_York,-5.0,11,0.0,51,10,1023,57,8,-2,6,12,6,2021-03-06,5,11,8,0.0,10.2
1167,Zipcode,29649,en,m,Greenwood,USA,South Carolina,34.220,-82.160,America/New_York,-5.0,12,0.0,54,10,1023,68,8,-1,7,11,7,2021-03-06,6,12,9,0.0,7.3
1168,Zipcode,29464,en,m,Mount Pleasant,USA,South Carolina,32.820,-79.850,America/New_York,-5.0,12,0.0,53,10,1022,61,10,1,8,16,8,2021-03-06,7,12,10,0.0,10.2
1169,Zipcode,29576,en,m,Murrells Inlet,USA,South Carolina,33.590,-79.010,America/Kentucky/Monticello,-5.0,11,0.0,43,10,1023,58,9,-3,7,14,7,2021-03-06,5,11,9,0.0,8.7
1170,Zipcode,29406,en,m,Charleston,USA,South Carolina,32.916,-80.030,America/New_York,-5.0,14,0.0,51,10,1022,62,10,0,9,9,9,2021-03-06,8,14,11,0.0,11.6
1171,Zipcode,29732,en,m,Rock Hill,USA,South Carolina,34.971,-81.061,America/New_York,-5.0,12,0.0,45,10,1023,56,8,-4,7,10,7,2021-03-06,4,12,9,0.0,10.2
1172,Zipcode,29301,en,m,Spartanburg,USA,South Carolina,34.930,-81.970,America/New_York,-5.0,12,0.0,48,10,1023,56,8,-3,6,12,6,2021-03-06,5,12,8,0.0,10.2
1173,Zipcode,29150,en,m,Sumter,USA,South Carolina,33.920,-80.360,America/New_York,-5.0,13,0.1,43,10,1023,60,9,-3,7,12,7,2021-03-06,6,13,9,0.0,8.7
1174,Zipcode,85323,en,m,Avondale,USA,Arizona,33.430,-112.350,America/Phoenix,-7.0,26,0.0,24,10,1013,6,21,0,20,21,20,2021-03-06,17,26,21,0.0,11.6
1175,Zipcode,85296,en,m,Gilbert,USA,Arizona,33.310,-111.770,America/Phoenix,-7.0,26,0.0,26,10,1014,6,21,1,21,16,21,2021-03-06,16,26,21,0.0,11.6
1176,Zipcode,85208,en,m,Mesa,USA,Arizona,33.391,-111.649,America/Phoenix,-7.0,25,0.0,28,10,1014,5,20,1,19,19,19,2021-03-06,15,25,20,0.0,11.6
1177,Zipcode,85737,en,m,Tucson,USA,Arizona,32.425,-110.958,America/Phoenix,-7.0,22,0.0,28,10,1015,1,17,-2,16,21,16,2021-03-06,13,22,18,0.0,11.6
1178,Zipcode,85225,en,m,Chandler,USA,Arizona,33.316,-111.831,America/Phoenix,-7.0,27,0.0,26,10,1014,5,21,1,20,15,20,2021-03-06,16,27,21,0.0,11.6
1179,Zipcode,33433,en,m,Boca Raton,USA,Florida,26.350,-80.160,America/New_York,-5.0,23,5.0,63,10,1015,56,25,14,22,27,25,2021-03-06,21,23,22,0.0,8.8
1180,Zipcode,34205,en,m,Bradenton,USA,Florida,27.485,-82.586,America/New_York,-5.0,21,1.4,69,9,1016,70,18,12,18,26,18,2021-03-06,16,21,19,0.0,7.3
1181,Zipcode,33626,en,m,Tampa,USA,Florida,28.061,-82.614,America/New_York,-5.0,18,3.1,73,9,1016,69,17,12,17,34,17,2021-03-06,15,18,17,0.0,5.9
1182,Zipcode,33759,en,m,Clearwater,USA,Florida,27.980,-82.720,America/Kentucky/Monticello,-5.0,18,1.5,72,10,1016,67,18,12,17,35,17,2021-03-06,15,18,18,0.0,7.3
1183,Zipcode,33065,en,m,Pompano Beach,USA,Florida,26.273,-80.266,America/New_York,-5.0,24,2.9,58,10,1015,60,23,13,22,21,23,2021-03-06,21,24,23,0.0,8.8
1184,Zipcode,33483,en,m,Delray Beach,USA,Florida,26.464,-80.062,America/New_York,-5.0,23,2.0,63,10,1015,59,24,14,22,25,24,2021-03-06,21,23,22,0.0,7.3
1185,Zipcode,33558,en,m,Lutz,USA,Florida,28.157,-82.521,America/New_York,-5.0,18,2.7,75,10,1017,72,16,12,16,32,16,2021-03-06,13,18,17,0.0,5.9
1186,Zipcode,32953,en,m,Merritt Island,USA,Florida,28.400,-80.705,America/Kentucky/Monticello,-5.0,17,6.2,81,9,1017,84,17,13,17,28,17,2021-03-06,15,17,17,0.0,5.9
1187,Zipcode,33172,en,m,Miami,USA,Florida,25.796,-80.360,America/New_York,-5.0,24,4.6,67,10,1014,67,24,16,22,26,24,2021-03-06,21,24,22,0.0,5.9
1188,Zipcode,33018,en,m,Hialeah,USA,Florida,25.925,-80.375,America/New_York,-5.0,24,3.8,63,10,1014,63,25,15,22,26,25,2021-03-06,20,24,23,0.0,5.9
1189,Zipcode,33408,en,m,North Palm Beach,USA,Florida,26.840,-80.060,America/New_York,-5.0,23,2.3,61,10,1015,66,23,14,22,23,22,2021-03-06,21,23,22,0.0,8.8
1190,Zipcode,32905,en,m,Palm Bay,USA,Florida,28.007,-80.594,America/Kentucky/Monticello,-5.0,18,7.2,78,9,1016,71,18,14,18,39,18,2021-03-06,17,18,18,0.0,5.9
1191,Zipcode,32164,en,m,Palm Coast,USA,Florida,29.532,-81.231,America/New_York,-5.0,16,9.4,77,8,1018,63,15,11,14,30,14,2021-03-06,8,16,15,0.0,5.9
1192,Zipcode,32407,en,m,Panama City Beach,USA,Florida,30.203,-85.819,America/Chicago,-6.0,13,10.5,78,9,1019,62,13,10,12,21,12,2021-03-06,12,13,13,0.0,4.3
1193,Zipcode,32502,en,m,Pensacola,USA,Florida,30.423,-87.227,America/Chicago,-6.0,18,5.0,66,10,1019,53,15,8,14,19,14,2021-03-06,12,18,15,0.0,5.8
1194,Zipcode,33062,en,m,Pompano Beach,USA,Florida,26.235,-80.094,America/Kentucky/Monticello,-5.0,23,4.7,63,10,1014,57,25,15,22,27,25,2021-03-06,21,23,22,0.0,10.2
1195,Zipcode,34668,en,m,Port Richey,USA,Florida,28.300,-82.700,America/New_York,-5.0,17,3.9,78,9,1017,81,16,12,16,38,16,2021-03-06,13,17,16,0.0,5.9
1196,Zipcode,32550,en,m,Miramar Beach,USA,Florida,30.382,-86.353,America/Chicago,-6.0,17,8.4,71,8,1019,70,15,9,14,23,14,2021-03-06,12,17,15,0.0,4.3
1197,Zipcode,30097,en,m,Duluth,USA,Georgia,34.030,-84.140,America/New_York,-5.0,12,1.1,53,7,1023,60,10,0,8,12,8,2021-03-06,7,12,9,0.0,7.3
1198,Zipcode,30260,en,m,Morrow,USA,Georgia,33.584,-84.328,America/New_York,-5.0,13,0.0,50,10,1022,60,11,0,10,11,10,2021-03-06,8,13,11,0.0,8.7
1199,Zipcode,89052,en,m,Henderson,USA,Nevada,35.990,-115.120,America/Los_Angeles,-8.0,22,0.0,21,10,1012,31,17,-7,16,25,16,2021-03-06,11,22,18,0.0,8.7
1200,Zipcode,29577,en,m,Myrtle Beach,USA,South Carolina,33.703,-78.912,America/New_York,-5.0,12,0.0,42,10,1023,54,9,-3,8,12,8,2021-03-06,7,12,9,0.0,10.2
1201,Zipcode,85255,en,m,Scottsdale,USA,Arizona,33.680,-111.810,America/Phoenix,-7.0,24,0.0,29,10,1014,9,20,0,20,21,20,2021-03-06,15,24,20,0.0,11.6
1202,Zipcode,85345,en,m,Peoria,USA,Arizona,33.570,-112.246,America/Phoenix,-7.0,26,0.0,22,10,1013,14,21,-1,20,19,20,2021-03-06,17,26,21,0.0,11.6
1203,Zipcode,85250,en,m,Scottsdale,USA,Arizona,33.523,-111.907,America/Phoenix,-7.0,25,0.0,25,10,1014,11,21,0,20,20,20,2021-03-06,17,25,21,0.0,11.6
1204,Zipcode,85718,en,m,Tucson,USA,Arizona,32.311,-110.920,America/Phoenix,-7.0,22,0.0,28,10,1015,1,17,-2,16,21,16,2021-03-06,13,22,18,0.0,11.6
1205,Zipcode,33134,en,m,Miami,USA,Florida,25.750,-80.270,America/New_York,-5.0,23,3.5,68,10,1014,65,25,16,22,29,25,2021-03-06,21,23,22,0.0,8.8
1206,Zipcode,34108,en,m,Naples,USA,Florida,26.236,-81.806,America/New_York,-5.0,24,0.7,63,10,1015,69,21,13,21,23,21,2021-03-06,18,24,21,0.0,7.3
1207,Zipcode,32819,en,m,Orlando,USA,Florida,28.460,-81.476,America/New_York,-5.0,18,4.3,73,10,1017,77,17,12,16,28,16,2021-03-06,14,18,17,0.0,5.9
1208,Zipcode,32789,en,m,Winter Park,USA,Florida,28.600,-81.357,America/New_York,-5.0,17,10.2,76,8,1017,76,16,12,16,25,16,2021-03-06,14,17,16,0.0,5.9
1209,Zipcode,34239,en,m,Sarasota,USA,Florida,27.310,-82.520,America/New_York,-5.0,21,1.4,69,9,1016,70,18,12,18,26,18,2021-03-06,16,21,19,0.0,7.3
1210,Zipcode,30346,en,m,Atlanta,USA,Georgia,33.928,-84.344,America/New_York,-5.0,13,0.4,48,8,1022,56,11,0,10,11,10,2021-03-06,9,13,11,0.0,8.7
1211,Zipcode,33131,en,m,Miami,USA,Florida,25.767,-80.191,America/Kentucky/Monticello,-5.0,23,3.2,71,10,1014,71,25,17,22,31,25,2021-03-06,21,23,22,0.0,7.3
1212,Zipcode,33511,en,m,Brandon,USA,Florida,27.910,-82.300,America/New_York,-5.0,19,0.1,64,10,1023,33,15,7,13,34,13,2021-03-07,11,19,15,0.0,11.6
1213,Zipcode,33765,en,m,Clearwater,USA,Florida,27.974,-82.745,America/New_York,-5.0,19,0.1,66,9,1023,27,15,8,14,41,14,2021-03-07,13,19,15,0.0,11.6
1214,Zipcode,33607,en,m,Tampa,USA,Florida,27.966,-82.511,America/Kentucky/Monticello,-5.0,19,0.1,63,10,1023,35,15,7,13,35,13,2021-03-07,12,19,15,0.0,11.6
1215,Zipcode,33559,en,m,Lutz,USA,Florida,28.170,-82.410,America/New_York,-5.0,19,0.1,64,10,1023,32,15,7,13,32,13,2021-03-07,11,19,15,0.0,11.6
1216,Zipcode,33180,en,m,Miami,USA,Florida,25.962,-80.141,America/Kentucky/Monticello,-5.0,22,4.5,68,9,1019,73,22,15,21,37,21,2021-03-07,20,22,21,0.0,8.8
1217,Zipcode,33770,en,m,Largo,USA,Florida,27.921,-82.800,America/New_York,-5.0,19,0.1,66,9,1023,27,15,8,14,41,14,2021-03-07,13,19,15,0.0,11.6
1218,Zipcode,33434,en,m,Boca Raton,USA,Florida,26.380,-80.160,America/New_York,-5.0,22,2.4,68,9,1019,72,21,14,20,37,20,2021-03-07,17,22,20,0.0,7.4
1219,Zipcode,34134,en,m,Bonita Springs,USA,Florida,26.363,-81.823,America/New_York,-5.0,21,2.2,70,10,1021,30,18,11,17,34,17,2021-03-07,15,21,18,0.0,11.6
1220,Zipcode,33426,en,m,Boynton Beach,USA,Florida,26.520,-80.080,America/New_York,-5.0,21,1.0,69,9,1019,68,20,14,19,36,19,2021-03-07,16,21,20,0.0,5.9
1221,Zipcode,34210,en,m,Bradenton,USA,Florida,27.455,-82.642,America/New_York,-5.0,19,1.3,68,10,1022,21,16,9,14,38,14,2021-03-07,13,19,16,0.0,11.6
1222,Zipcode,34613,en,m,Brooksville,USA,Florida,28.560,-82.520,America/New_York,-5.0,18,1.3,66,9,1024,33,14,6,12,29,12,2021-03-07,10,18,14,0.0,11.6
1223,Zipcode,33991,en,m,Cape Coral,USA,Florida,26.629,-82.002,America/New_York,-5.0,21,1.5,70,10,1021,30,18,12,17,36,17,2021-03-07,15,21,18,0.0,11.6
1224,Zipcode,33761,en,m,Clearwater,USA,Florida,28.029,-82.724,America/New_York,-5.0,19,0.1,66,9,1023,28,15,8,13,39,13,2021-03-07,12,19,15,0.0,11.6
1225,Zipcode,33071,en,m,Pompano Beach,USA,Florida,26.243,-80.262,America/New_York,-5.0,23,0.4,63,10,1019,65,21,13,20,30,20,2021-03-07,18,23,21,0.0,8.8
