,request.type,request.query,request.language,request.unit,location.name,location.country,location.region,location.lat,location.lon,location.timezone_id,location.utc_offset,temperature,precip,humidity,visibility,pressure,cloudcover,heatindex,dewpoint,windchill,windgust,feelslike,date,mintemp,maxtemp,avgtemp,totalsnow,sunhour
22,Zipcode,34747,en,m,Kissimmee,USA,Florida,28.298,-81.613,America/New_York,-5.0,29,0.6,75,9,1019,44,25,19,24,19,25,2021-03-01,20,29,25,0.0,10.2
23,Zipcode,33467,en,m,Lake Worth,USA,Florida,26.607,-80.178,America/New_York,-5.0,27,0.0,72,10,1019,47,27,20,25,24,27,2021-03-01,24,27,26,0.0,8.7
24,Zipcode,33813,en,m,Lakeland,USA,Florida,27.967,-81.935,America/New_York,-5.0,29,0.7,75,9,1019,40,25,19,24,17,25,2021-03-01,20,29,25,0.0,10.2
25,Zipcode,32750,en,m,Longwood,USA,Florida,28.704,-81.362,America/New_York,-5.0,29,0.3,71,10,1019,56,26,19,25,19,26,2021-03-01,21,29,26,0.0,10.2
26,Zipcode,32952,en,m,Merritt Island,USA,Florida,28.343,-80.675,America/Kentucky/Monticello,-5.0,28,0.0,76,8,1019,23,25,19,24,20,25,2021-03-01,20,28,25,0.0,11.6
27,Zipcode,33186,en,m,Miami,USA,Florida,25.661,-80.408,America/Kentucky/Monticello,-5.0,29,0.0,72,10,1019,42,27,20,25,24,27,2021-03-01,23,29,26,0.0,8.7
28,Zipcode,33184,en,m,Miami,USA,Florida,25.757,-80.405,America/New_York,-5.0,28,0.0,71,10,1019,42,27,20,25,26,27,2021-03-01,24,28,26,0.0,8.7
29,Zipcode,34102,en,m,Naples,USA,Florida,26.143,-81.799,America/New_York,-5.0,26,0.0,81,10,1019,20,25,20,23,24,25,2021-03-01,21,26,24,0.0,11.6
30,Zipcode,34474,en,m,Ocala,USA,Florida,29.156,-82.196,America/New_York,-5.0,27,0.2,77,10,1019,56,24,18,23,18,24,2021-03-01,21,27,24,0.0,10.2
31,Zipcode,32828,en,m,Orlando,USA,Florida,28.546,-81.181,America/New_York,-5.0,29,0.0,72,10,1019,50,26,19,24,18,26,2021-03-01,21,29,25,0.0,11.6
32,Zipcode,32812,en,m,Orlando,USA,Florida,28.489,-81.324,America/New_York,-5.0,29,0.3,72,10,1019,57,26,19,25,19,26,2021-03-01,21,29,25,0.0,11.6
33,Zipcode,32821,en,m,Orlando,USA,Florida,28.379,-81.468,America/New_York,-5.0,29,0.2,70,10,1019,43,26,19,25,20,26,2021-03-01,21,29,26,0.0,11.6
34,Zipcode,33418,en,m,Palm Beach Gardens,USA,Florida,26.856,-80.144,America/New_York,-5.0,26,0.3,76,10,1019,59,27,20,25,27,27,2021-03-01,23,26,25,0.0,5.9
35,Zipcode,32504,en,m,Pensacola,USA,Florida,30.491,-87.184,America/Chicago,-6.0,25,3.9,77,10,1018,72,22,17,21,24,22,2021-03-01,19,25,22,0.0,7.2
36,Zipcode,33322,en,m,Fort Lauderdale,USA,Florida,26.150,-80.274,America/New_York,-5.0,28,0.0,68,10,1019,48,27,19,26,26,27,2021-03-01,24,28,26,0.0,8.7
37,Zipcode,34231,en,m,Sarasota,USA,Florida,27.272,-82.517,America/New_York,-5.0,24,0.7,86,10,1019,35,24,20,22,24,24,2021-03-01,21,24,22,0.0,11.6
38,Zipcode,34201,en,m,Bradenton,USA,Florida,27.403,-82.477,America/New_York,-5.0,25,0.3,83,10,1019,20,25,20,23,22,25,2021-03-01,21,25,23,0.0,11.6
39,Zipcode,33710,en,m,Saint Petersburg,USA,Florida,27.789,-82.729,America/New_York,-5.0,23,0.2,86,10,1019,29,24,20,22,28,24,2021-03-01,21,23,22,0.0,11.6
40,Zipcode,34994,en,m,Stuart,USA,Florida,27.200,-80.250,America/New_York,-5.0,27,0.1,77,10,1019,58,26,20,24,21,26,2021-03-01,22,27,25,0.0,7.3
41,Zipcode,32309,en,m,Tallahassee,USA,Florida,30.597,-84.042,America/New_York,-5.0,26,5.3,85,5,1018,83,21,17,20,18,20,2021-03-01,18,26,22,0.0,7.1
42,Zipcode,33618,en,m,Tampa,USA,Florida,28.078,-82.499,America/New_York,-5.0,27,0.2,76,10,1019,34,25,19,23,19,25,2021-03-01,21,27,24,0.0,11.6
43,Zipcode,33609,en,m,Tampa,USA,Florida,27.942,-82.509,America/Kentucky/Monticello,-5.0,25,0.0,77,10,1019,32,25,19,23,24,25,2021-03-01,21,25,23,0.0,11.6
44,Zipcode,32162,en,m,Lady Lake,USA,Florida,28.955,-81.996,America/New_York,-5.0,29,0.3,75,9,1019,62,26,19,24,17,26,2021-03-01,21,29,25,0.0,10.2
45,Zipcode,34655,en,m,New Port Richey,USA,Florida,28.204,-82.650,America/New_York,-5.0,24,0.5,84,10,1019,50,24,19,22,27,24,2021-03-01,21,24,22,0.0,10.2
46,Zipcode,34293,en,m,Venice,USA,Florida,27.050,-82.390,America/New_York,-5.0,24,0.5,86,10,1019,37,24,20,22,25,24,2021-03-01,20,24,22,0.0,10.2
47,Zipcode,32960,en,m,Vero Beach,USA,Florida,27.651,-80.418,America/New_York,-5.0,26,0.1,80,10,1019,43,25,20,24,22,25,2021-03-01,21,26,24,0.0,10.2
48,Zipcode,32940,en,m,Melbourne,USA,Florida,28.226,-80.688,America/Kentucky/Monticello,-5.0,25,0.0,81,10,1019,16,24,19,23,29,24,2021-03-01,21,25,23,0.0,11.6
49,Zipcode,33331,en,m,Fort Lauderdale,USA,Florida,26.057,-80.368,America/New_York,-5.0,28,0.0,68,10,1019,48,28,19,26,26,28,2021-03-01,24,28,26,0.0,8.7
50,Zipcode,34787,en,m,Winter Garden,USA,Florida,28.533,-81.591,America/New_York,-5.0,29,0.6,73,10,1019,53,26,19,24,19,26,2021-03-01,21,29,25,0.0,10.2
51,Zipcode,33703,en,m,Saint Petersburg,USA,Florida,27.820,-82.623,America/Kentucky/Monticello,-5.0,24,0.5,85,10,1019,27,24,19,22,27,24,2021-03-01,21,24,22,0.0,11.6
52,Zipcode,30005,en,m,Alpharetta,USA,Georgia,34.081,-84.201,America/New_York,-5.0,17,1.0,79,8,1017,79,15,11,14,23,14,2021-03-01,11,17,15,0.0,5.6
53,Zipcode,30339,en,m,Atlanta,USA,Georgia,33.872,-84.462,America/New_York,-5.0,17,1.6,76,8,1018,81,15,11,15,23,15,2021-03-01,11,17,15,0.0,5.6
54,Zipcode,30909,en,m,Augusta,USA,Georgia,33.478,-82.067,America/New_York,-5.0,23,0.7,67,10,1016,62,21,13,20,26,20,2021-03-01,16,23,21,0.0,7.3
55,Zipcode,30519,en,m,Buford,USA,Georgia,34.103,-83.973,America/New_York,-5.0,17,4.1,81,7,1017,87,15,12,14,22,14,2021-03-01,10,17,15,0.0,5.6
56,Zipcode,31909,en,m,Columbus,USA,Georgia,32.534,-84.925,America/New_York,-5.0,19,4.8,83,9,1018,81,17,14,17,20,17,2021-03-01,14,19,17,0.0,5.7
57,Zipcode,31210,en,m,Macon,USA,Georgia,32.877,-83.739,America/New_York,-5.0,19,3.3,78,10,1017,81,18,14,18,24,18,2021-03-01,15,19,18,0.0,5.6
58,Zipcode,31405,en,m,Savannah,USA,Georgia,32.043,-81.132,America/New_York,-5.0,26,6.5,79,9,1017,43,22,16,21,24,21,2021-03-01,18,26,22,0.0,8.7
59,Zipcode,30078,en,m,Snellville,USA,Georgia,33.854,-84.011,America/New_York,-5.0,18,0.6,77,9,1017,84,16,12,15,24,15,2021-03-01,11,18,16,0.0,5.6
60,Zipcode,89119,en,m,Las Vegas,USA,Nevada,36.087,-115.138,America/Los_Angeles,-8.0,15,0.0,18,10,1024,2,10,-14,9,7,9,2021-03-01,5,15,11,0.0,8.7
61,Zipcode,89117,en,m,Las Vegas,USA,Nevada,36.141,-115.274,America/Los_Angeles,-8.0,13,0.0,19,10,1024,2,9,-14,8,6,8,2021-03-01,4,13,9,0.0,8.7
62,Zipcode,29575,en,m,Myrtle Beach,USA,South Carolina,33.627,-78.983,America/New_York,-5.0,22,1.6,80,10,1016,49,20,15,19,36,19,2021-03-01,16,22,20,0.0,8.7
63,Zipcode,29418,en,m,North Charleston,USA,South Carolina,32.898,-80.050,America/New_York,-5.0,24,3.3,77,10,1016,42,22,16,21,24,21,2021-03-01,19,24,22,0.0,10.2
64,Zipcode,29582,en,m,North Myrtle Beach,USA,South Carolina,33.827,-78.683,America/New_York,-5.0,21,1.7,83,10,1016,51,18,15,18,39,18,2021-03-01,15,21,19,0.0,8.7
65,Zipcode,29572,en,m,Myrtle Beach,USA,South Carolina,33.763,-78.799,America/New_York,-5.0,21,1.7,83,10,1016,51,18,15,18,39,18,2021-03-01,15,21,19,0.0,8.7
66,Zipcode,29607,en,m,Greenville,USA,South Carolina,34.830,-82.340,America/New_York,-5.0,17,16.6,88,8,1016,72,14,12,14,21,14,2021-03-01,9,17,14,0.0,7.3
67,Zipcode,29212,en,m,Columbia,USA,South Carolina,34.068,-81.191,America/New_York,-5.0,20,0.7,76,10,1016,58,18,14,18,28,18,2021-03-01,14,20,18,0.0,7.3
68,Zipcode,29206,en,m,Columbia,USA,South Carolina,34.032,-80.964,America/New_York,-5.0,21,0.2,71,10,1016,60,19,14,19,26,19,2021-03-01,16,21,19,0.0,7.3
69,Zipcode,85226,en,m,Chandler,USA,Arizona,33.306,-111.919,America/Phoenix,-7.0,20,0.0,17,10,1023,0,14,-10,12,19,12,2021-03-01,8,20,14,0.0,11.6
70,Zipcode,86004,en,m,Flagstaff,USA,Arizona,35.226,-111.572,America/Phoenix,-7.0,4,0.0,24,10,1026,0,-2,-21,-6,23,-6,2021-03-01,-7,4,-1,0.0,11.6
71,Zipcode,85295,en,m,Gilbert,USA,Arizona,33.329,-111.790,America/Phoenix,-7.0,19,0.0,18,10,1023,0,13,-10,12,21,12,2021-03-01,8,19,13,0.0,11.6
72,Zipcode,85308,en,m,Glendale,USA,Arizona,33.650,-112.170,America/Phoenix,-7.0,19,0.0,13,10,1023,0,14,-14,12,23,12,2021-03-01,10,19,14,0.0,11.6
73,Zipcode,85374,en,m,Surprise,USA,Arizona,33.630,-112.350,America/Phoenix,-7.0,19,0.0,13,10,1023,0,14,-14,12,24,12,2021-03-01,9,19,14,0.0,11.6
74,Zipcode,85282,en,m,Tempe,USA,Arizona,33.391,-111.926,America/Phoenix,-7.0,20,0.0,15,10,1023,0,14,-12,13,20,13,2021-03-01,9,20,14,0.0,11.6
75,Zipcode,32714,en,m,Altamonte Springs,USA,Florida,28.667,-81.413,America/New_York,-5.0,29,0.3,71,10,1019,56,26,19,25,19,26,2021-03-01,21,29,26,0.0,10.2
76,Zipcode,34135,en,m,Bonita Springs,USA,Florida,26.387,-81.736,America/New_York,-5.0,28,0.2,76,9,1019,37,25,19,24,20,25,2021-03-01,20,28,25,0.0,11.6
77,Zipcode,33909,en,m,Cape Coral,USA,Florida,26.670,-81.970,America/New_York,-5.0,26,0.1,79,10,1019,25,25,19,23,23,25,2021-03-01,21,26,24,0.0,11.6
78,Zipcode,34711,en,m,Clermont,USA,Florida,28.536,-81.764,America/New_York,-5.0,29,0.4,75,9,1019,50,26,19,24,18,26,2021-03-01,20,29,25,0.0,11.6
79,Zipcode,33004,en,m,Dania,USA,Florida,26.057,-80.137,America/Kentucky/Monticello,-5.0,27,0.1,72,10,1019,49,27,20,25,29,27,2021-03-01,24,27,26,0.0,7.3
80,Zipcode,33442,en,m,Deerfield Beach,USA,Florida,26.310,-80.140,America/New_York,-5.0,27,0.1,73,10,1019,46,27,20,25,29,27,2021-03-01,24,27,25,0.0,8.7
81,Zipcode,33444,en,m,Delray Beach,USA,Florida,26.461,-80.078,America/New_York,-5.0,27,0.1,73,10,1019,46,27,20,25,28,27,2021-03-01,24,27,25,0.0,8.7
82,Zipcode,33316,en,m,Fort Lauderdale,USA,Florida,26.104,-80.125,America/Kentucky/Monticello,-5.0,27,0.1,73,10,1019,46,27,20,25,29,27,2021-03-01,24,27,26,0.0,7.3
83,Zipcode,33012,en,m,Hialeah,USA,Florida,25.866,-80.297,America/New_York,-5.0,28,0.0,70,10,1019,45,27,20,26,26,27,2021-03-01,24,28,26,0.0,8.7
84,Zipcode,33033,en,m,Homestead,USA,Florida,25.494,-80.432,America/Kentucky/Monticello,-5.0,28,0.2,76,10,1019,49,27,20,25,26,27,2021-03-01,23,28,26,0.0,7.3
85,Zipcode,34453,en,m,Inverness,USA,Florida,28.874,-82.351,America/New_York,-5.0,28,0.0,78,10,1019,40,24,19,23,17,24,2021-03-01,20,28,24,0.0,11.6
86,Zipcode,33040,en,m,Key West,USA,Florida,24.563,-81.761,America/New_York,-5.0,25,0.0,84,10,1018,22,27,22,25,35,27,2021-03-01,25,25,25,0.0,11.6
87,Zipcode,33463,en,m,Lake Worth,USA,Florida,26.611,-80.132,America/New_York,-5.0,27,0.0,72,10,1019,47,27,20,25,24,27,2021-03-01,24,27,26,0.0,8.7
88,Zipcode,33771,en,m,Largo,USA,Florida,27.901,-82.756,America/New_York,-5.0,24,0.5,83,10,1019,30,25,19,22,28,25,2021-03-01,22,24,23,0.0,11.6
89,Zipcode,34788,en,m,Leesburg,USA,Florida,28.854,-81.778,America/New_York,-5.0,29,0.2,75,9,1019,61,25,18,24,19,25,2021-03-01,20,29,25,0.0,10.2
90,Zipcode,33064,en,m,Pompano Beach,USA,Florida,26.281,-80.114,America/New_York,-5.0,27,0.1,73,10,1019,46,27,20,25,29,27,2021-03-01,24,27,25,0.0,8.7
91,Zipcode,33547,en,m,Lithia,USA,Florida,27.811,-82.149,America/New_York,-5.0,28,0.2,78,9,1019,35,25,19,23,19,25,2021-03-01,20,28,24,0.0,11.6
92,Zipcode,33016,en,m,Hialeah,USA,Florida,25.892,-80.330,America/New_York,-5.0,28,0.0,69,10,1019,46,27,20,26,26,27,2021-03-01,24,28,26,0.0,8.7
93,Zipcode,34103,en,m,Naples,USA,Florida,26.188,-81.804,America/New_York,-5.0,26,0.0,81,10,1019,20,25,20,23,24,25,2021-03-01,21,26,24,0.0,11.6
94,Zipcode,33160,en,m,North Miami Beach,USA,Florida,25.935,-80.134,America/Kentucky/Monticello,-5.0,27,0.1,72,10,1019,48,27,20,25,29,27,2021-03-01,24,27,26,0.0,7.3
95,Zipcode,32073,en,m,Orange Park,USA,Florida,30.175,-81.758,America/New_York,-5.0,30,0.5,66,10,1018,55,27,17,25,16,27,2021-03-01,21,30,26,0.0,8.7
96,Zipcode,32176,en,m,Ormond Beach,USA,Florida,29.326,-81.058,America/New_York,-5.0,26,0.2,78,10,1019,39,24,18,23,28,24,2021-03-01,20,26,23,0.0,11.6
97,Zipcode,32765,en,m,Oviedo,USA,Florida,28.648,-81.210,America/New_York,-5.0,29,0.0,72,10,1019,50,26,19,24,18,26,2021-03-01,21,29,25,0.0,11.6
98,Zipcode,33410,en,m,Palm Beach Gardens,USA,Florida,26.843,-80.088,America/New_York,-5.0,26,0.1,74,10,1019,48,27,20,25,28,27,2021-03-01,24,26,25,0.0,8.7
99,Zipcode,32137,en,m,Palm Coast,USA,Florida,29.540,-81.230,America/New_York,-5.0,27,0.4,79,10,1019,39,23,18,23,25,23,2021-03-01,20,27,24,0.0,11.6
100,Zipcode,34684,en,m,Palm Harbor,USA,Florida,28.078,-82.726,America/New_York,-5.0,24,0.8,81,10,1019,48,24,19,22,28,24,2021-03-01,21,24,23,0.0,10.2
101,Zipcode,32405,en,m,Panama City,USA,Florida,30.203,-85.661,America/Chicago,-6.0,24,4.0,84,10,1018,70,22,18,21,23,22,2021-03-01,19,24,22,0.0,7.2
102,Zipcode,33026,en,m,Hollywood,USA,Florida,26.028,-80.297,America/New_York,-5.0,28,0.0,68,10,1019,48,28,19,26,26,28,2021-03-01,24,28,26,0.0,8.7
103,Zipcode,33563,en,m,Plant City,USA,Florida,28.015,-82.137,America/New_York,-5.0,29,0.1,75,9,1019,37,25,19,24,17,25,2021-03-01,20,29,25,0.0,11.6
104,Zipcode,33948,en,m,Port Charlotte,USA,Florida,26.983,-82.145,America/New_York,-5.0,28,1.5,78,9,1019,44,25,19,23,20,25,2021-03-01,20,28,24,0.0,8.7
105,Zipcode,34986,en,m,Port Saint Lucie,USA,Florida,27.322,-80.418,America/New_York,-5.0,27,0.1,78,10,1019,54,26,20,24,21,26,2021-03-01,22,27,25,0.0,7.3
106,Zipcode,33411,en,m,West Palm Beach,USA,Florida,26.716,-80.217,America/New_York,-5.0,28,0.0,69,10,1019,57,27,19,25,18,27,2021-03-01,23,28,26,0.0,5.9
107,Zipcode,32771,en,m,Sanford,USA,Florida,28.794,-81.297,America/New_York,-5.0,29,0.2,72,10,1019,43,26,19,24,18,26,2021-03-01,21,29,26,0.0,11.6
108,Zipcode,33870,en,m,Sebring,USA,Florida,27.486,-81.417,America/New_York,-5.0,28,0.2,76,8,1019,43,25,19,23,18,25,2021-03-01,20,28,24,0.0,10.2
109,Zipcode,33772,en,m,Seminole,USA,Florida,27.837,-82.799,America/New_York,-5.0,23,0.5,84,10,1019,29,24,20,22,28,24,2021-03-01,21,23,22,0.0,11.6
110,Zipcode,34113,en,m,Naples,USA,Florida,26.060,-81.750,America/New_York,-5.0,26,0.0,81,10,1019,20,25,20,23,24,25,2021-03-01,21,26,24,0.0,11.6
111,Zipcode,34606,en,m,Spring Hill,USA,Florida,28.466,-82.597,America/New_York,-5.0,25,0.5,81,10,1019,51,24,19,22,23,24,2021-03-01,20,25,23,0.0,10.2
112,Zipcode,32086,en,m,Saint Augustine,USA,Florida,29.759,-81.304,America/New_York,-5.0,26,0.7,78,9,1018,32,23,18,22,27,23,2021-03-01,20,26,23,0.0,11.6
113,Zipcode,33704,en,m,Saint Petersburg,USA,Florida,27.795,-82.635,America/Kentucky/Monticello,-5.0,24,0.5,85,10,1019,27,24,19,22,27,24,2021-03-01,21,24,22,0.0,11.6
114,Zipcode,33323,en,m,Fort Lauderdale,USA,Florida,26.150,-80.320,America/New_York,-5.0,28,0.0,68,10,1019,48,27,19,26,26,27,2021-03-01,24,28,26,0.0,8.7
115,Zipcode,32308,en,m,Tallahassee,USA,Florida,30.504,-84.212,America/New_York,-5.0,27,6.3,83,7,1018,81,21,17,21,18,21,2021-03-01,18,27,22,0.0,7.1
116,Zipcode,33617,en,m,Tampa,USA,Florida,28.037,-82.396,America/New_York,-5.0,28,0.1,76,10,1019,34,25,19,24,19,25,2021-03-01,21,28,24,0.0,11.6
117,Zipcode,32159,en,m,Lady Lake,USA,Florida,28.929,-81.926,America/New_York,-5.0,29,0.3,75,9,1019,62,26,19,24,17,26,2021-03-01,21,29,25,0.0,10.2
118,Zipcode,32966,en,m,Vero Beach,USA,Florida,27.638,-80.475,America/New_York,-5.0,26,0.1,80,10,1019,43,25,20,24,22,25,2021-03-01,21,26,24,0.0,10.2
119,Zipcode,33544,en,m,Wesley Chapel,USA,Florida,28.270,-82.319,America/New_York,-5.0,28,0.0,76,9,1019,40,25,19,24,17,25,2021-03-01,20,28,24,0.0,11.6
120,Zipcode,33880,en,m,Winter Haven,USA,Florida,28.000,-81.750,America/New_York,-5.0,29,1.1,75,9,1019,48,25,19,24,19,25,2021-03-01,20,29,25,0.0,8.7
121,Zipcode,32792,en,m,Winter Park,USA,Florida,28.612,-81.304,America/New_York,-5.0,29,0.2,71,10,1019,50,26,19,25,19,26,2021-03-01,21,29,26,0.0,11.6
122,Zipcode,32708,en,m,Winter Springs,USA,Florida,28.688,-81.271,America/New_York,-5.0,29,0.3,71,10,1019,56,26,19,25,19,26,2021-03-01,21,29,26,0.0,10.2
123,Zipcode,31707,en,m,Albany,USA,Georgia,31.581,-84.222,America/New_York,-5.0,22,4.7,82,9,1018,69,20,16,19,25,19,2021-03-01,17,22,20,0.0,5.7
124,Zipcode,30022,en,m,Alpharetta,USA,Georgia,34.030,-84.241,America/New_York,-5.0,17,1.0,79,8,1017,79,15,11,14,23,14,2021-03-01,11,17,15,0.0,5.6
125,Zipcode,30606,en,m,Athens,USA,Georgia,33.949,-83.423,America/New_York,-5.0,18,0.5,79,9,1017,75,16,12,15,26,15,2021-03-01,11,18,16,0.0,5.6
126,Zipcode,30329,en,m,Atlanta,USA,Georgia,33.825,-84.320,America/New_York,-5.0,18,4.0,74,8,1017,90,16,11,16,23,16,2021-03-01,12,18,16,0.0,5.6
127,Zipcode,30114,en,m,Canton,USA,Georgia,34.248,-84.524,America/New_York,-5.0,16,3.1,88,8,1018,79,14,12,13,19,13,2021-03-01,9,16,14,0.0,5.6
128,Zipcode,30529,en,m,Commerce,USA,Georgia,34.188,-83.514,America/New_York,-5.0,17,0.6,83,9,1017,84,15,12,14,23,14,2021-03-01,10,17,15,0.0,5.6
129,Zipcode,30012,en,m,Conyers,USA,Georgia,33.707,-84.005,America/New_York,-5.0,19,0.9,78,10,1017,87,16,12,16,24,16,2021-03-01,12,19,16,0.0,5.6
130,Zipcode,30041,en,m,Cumming,USA,Georgia,34.203,-84.074,America/New_York,-5.0,16,6.1,85,6,1017,86,14,12,13,22,13,2021-03-01,10,16,14,0.0,5.6
131,Zipcode,30720,en,m,Dalton,USA,Georgia,34.760,-84.976,America/New_York,-5.0,15,43.8,93,8,1018,78,13,12,12,18,12,2021-03-01,7,15,12,0.0,7.1
132,Zipcode,30135,en,m,Douglasville,USA,Georgia,33.696,-84.743,America/New_York,-5.0,17,4.6,84,8,1018,88,15,12,14,22,14,2021-03-01,10,17,14,0.0,5.6
133,Zipcode,30501,en,m,Gainesville,USA,Georgia,34.286,-83.820,America/New_York,-5.0,17,5.2,86,7,1017,83,14,12,13,21,13,2021-03-01,9,17,14,0.0,5.6
134,Zipcode,30144,en,m,Kennesaw,USA,Georgia,34.034,-84.585,America/New_York,-5.0,17,8.7,82,8,1018,87,15,12,14,21,14,2021-03-01,10,17,14,0.0,5.6
135,Zipcode,30269,en,m,Peachtree City,USA,Georgia,33.394,-84.565,America/New_York,-5.0,18,0.9,84,10,1018,82,16,13,15,22,15,2021-03-01,11,18,16,0.0,5.6
136,Zipcode,30161,en,m,Rome,USA,Georgia,34.246,-85.110,America/New_York,-5.0,16,14.8,92,9,1018,80,14,13,13,18,13,2021-03-01,9,16,13,0.0,5.6
137,Zipcode,30075,en,m,Roswell,USA,Georgia,34.047,-84.377,America/New_York,-5.0,17,6.4,76,7,1017,86,15,11,15,23,15,2021-03-01,11,17,15,0.0,5.6
138,Zipcode,31419,en,m,Savannah,USA,Georgia,31.980,-81.181,America/New_York,-5.0,26,6.5,79,9,1017,43,22,16,21,24,21,2021-03-01,18,26,22,0.0,8.7
139,Zipcode,30281,en,m,Stockbridge,USA,Georgia,33.553,-84.214,America/New_York,-5.0,18,0.4,76,10,1017,76,17,12,16,24,16,2021-03-01,13,18,17,0.0,5.6
140,Zipcode,30024,en,m,Suwanee,USA,Georgia,34.063,-84.083,America/New_York,-5.0,17,4.1,81,7,1017,87,15,12,14,22,14,2021-03-01,10,17,15,0.0,5.6
141,Zipcode,31601,en,m,Valdosta,USA,Georgia,30.826,-83.284,America/New_York,-5.0,26,5.0,83,7,1018,57,22,17,21,22,22,2021-03-01,18,26,22,0.0,7.3
142,Zipcode,31093,en,m,Warner Robins,USA,Georgia,32.636,-83.642,America/New_York,-5.0,20,1.3,79,10,1017,68,18,14,18,24,18,2021-03-01,15,20,19,0.0,7.1
